user_name,comment,replies,titles,urlis,times,company,polarity
MrSanipass,You ain’t wrong,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6751493907534431237&preview_pb=0&share_comment_id=7220854227550241541&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-11 18:02:27+00:00,,60
Dave Williams,Did you make this that on Iber Road???,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6758474421684225029&preview_pb=0&share_comment_id=7219334981406196486&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 15:47:03+00:00,,20
Hobbs,yup bud light is a joke,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6775823609823904773&preview_pb=0&share_comment_id=7219673000327922438&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 13:38:47+00:00,,-80
AAOUGH,I saw a guy in a LIFTED FORD crush a case of bud... only to replace it with Jack Daniels...,2,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7114019109981684779&preview_pb=0&share_comment_id=7219658360823300906&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 12:42:15+00:00,,10
Billy Hendley,line em up 😂😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6640479778204270597&preview_pb=0&share_comment_id=7219846472465744686&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-09 00:51:59+00:00,,100
AKO Six,Bro it’s beer ion care what brand it is,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6617474053086216197&preview_pb=0&share_comment_id=7219506196079526698&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 02:51:29+00:00,,20
ronlong7559,BEEN THINKING THE SAME THING,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7134308876260820014&preview_pb=0&share_comment_id=7222760719041151786&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-16 21:20:51+00:00,,50
SheldonJohnson,I feel the same idc just are some funny memes,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6555993781496299530&preview_pb=0&share_comment_id=7219682623883592494&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 14:16:20+00:00,,50
Greybeard18,100% brother,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7068411683764651013&preview_pb=0&share_comment_id=7220948010179642117&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-12 00:06:36+00:00,,100
Whatchumean,Bro is 100% right 😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6898297877363704838&preview_pb=0&share_comment_id=7219714467776496427&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 16:19:47+00:00,,100
D7'0Blicca,Yooo when I make a commitment to get sober. I drink dirty water but my friend call it budlight 😂🤣,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6840962632930083846&preview_pb=0&share_comment_id=7219699809987724075&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 15:22:47+00:00,,-20
ESTEBAN RAMIREZ,"Thank you, I’ve been saying the same for yrs 😂",0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6817409210319062021&preview_pb=0&share_comment_id=7219764673091453739&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 19:34:30+00:00,,70
DTX Flow Factory,I’ve said this from day one!!,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6813176285692003333&preview_pb=0&share_comment_id=7220096412431647531&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-09 17:01:53+00:00,,80
Berto,I still drink bud light lol,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6851623262192731142&preview_pb=0&share_comment_id=7219712309709521710&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 16:11:18+00:00,,40
Billy Bannick,🤣🤣🤣,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6848726837687567365&preview_pb=0&share_comment_id=7220518983983547142&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-10 20:21:40+00:00,,-100
Lena Roberts,Damn...😂😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7108523641092064261&preview_pb=0&share_comment_id=7220567451628929798&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-10 23:29:50+00:00,,100
Bilbo280,😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6912979696972858373&preview_pb=0&share_comment_id=7220542927813788422&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-10 21:54:39+00:00,,100
Justin Green,😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6648081619680116742&preview_pb=0&share_comment_id=7219535817042150187&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 04:46:23+00:00,,100
Richie 138,Lmfao. Truth,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6781172079540634629&preview_pb=0&share_comment_id=7238603913191752490&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-05-29 14:00:35+00:00,,70
Steven,😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6790515916901893125&preview_pb=0&share_comment_id=7219798877179167530&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 21:47:15+00:00,,80
Gamingdaddy77ca,Didn't know there was a beef with Bud light until I seen it on Tic Tok,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=303718884967215104&preview_pb=0&share_comment_id=7220690250518676230&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-11 07:26:26+00:00,,10
Chance Pierce,On god💯,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6920072031401411590&preview_pb=0&share_comment_id=7219699271619511082&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 15:20:43+00:00,,80
Nate,I love this guy,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=112438366310187008&preview_pb=0&share_comment_id=7220405271381213994&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-10 13:00:35+00:00,,100
joseflores81815,Nice Silverado,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6964107375977006085&preview_pb=0&share_comment_id=7219697369408144174&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 15:13:28+00:00,,50
Sherry 🇨🇦,😂😂😂 but yes!,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6938591966901191685&preview_pb=0&share_comment_id=7219738944408896261&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 17:54:41+00:00,,100
bodean411,😂😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6945602856384840710&preview_pb=0&share_comment_id=7220936681741583109&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-11 23:22:35+00:00,,100
Videos of soldiers coming home,Lol Brother!,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7174579488517391406&preview_pb=0&share_comment_id=7219851804156101422&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-09 01:12:40+00:00,,50
robertsites,397 here working in your neighborhood.,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7006327578877936645&preview_pb=0&share_comment_id=7222708433584522030&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-16 17:57:45+00:00,,50
user7693327078947,😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6808985006746289158&preview_pb=0&share_comment_id=7221245417589523246&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-12 19:20:39+00:00,,100
Scott McQueen🇨🇦,lol true dat,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6924114649937314821&preview_pb=0&share_comment_id=7219675504461677317&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 13:48:30+00:00,,50
903_j3ss3,this video took a turn for the best😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7068003347148538926&preview_pb=0&share_comment_id=7221662968763794222&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-13 22:20:48+00:00,,80
Alex_king,Love this dude 😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6874948608543785989&preview_pb=0&share_comment_id=7237149369553503022&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-05-25 15:56:21+00:00,,100
Kristen,😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6767908790580069382&preview_pb=0&share_comment_id=7219789205182022442&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 21:09:50+00:00,,100
user8755733514076,Thank you someone needed to say that,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6861036155790820357&preview_pb=0&share_comment_id=7218967299943711530&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 16:00:28+00:00,,75
GRF🇨🇦,HEAR YE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7142668904841675781&preview_pb=0&share_comment_id=7222025648046768901&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-14 21:48:27+00:00,,-100
BeeRAD27,HEY!! Leave me alone!! 😅,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6828881084005581830&preview_pb=0&share_comment_id=7219769647603057413&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 19:53:51+00:00,,-80
Ted Brunet,😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=91818697744343040&preview_pb=0&share_comment_id=7221274448837313285&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-12 21:13:17+00:00,,100
Bud,Agreed 😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6893000538326762502&preview_pb=0&share_comment_id=7219168427993891627&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 05:00:53+00:00,,100
I love haters😂😎,That’s y k drink modelo 😂😂😂,2,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6888098432604193797&preview_pb=0&share_comment_id=7219036448661455658&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 20:28:42+00:00,,80
Sta-Sta Stumbles,My guy gets it. 😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7063635315390514222&preview_pb=0&share_comment_id=7219180635247887147&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 05:48:27+00:00,,80
Ogkushneon,Need sponsored by bengay for real dude.,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6839229564524151814&preview_pb=0&share_comment_id=7219117207061775147&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 01:42:01+00:00,,0
doughansmann608,😁amen,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7148813723352171562&preview_pb=0&share_comment_id=7219802393831490346&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 22:01:03+00:00,,80
QuitDIckinAround,😂😂🥰,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6868258917832098822&preview_pb=0&share_comment_id=7219706558172250926&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 15:49:09+00:00,,100
Jacob,Lmao facts,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6909276813752337414&preview_pb=0&share_comment_id=7219016162393522986&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 19:09:56+00:00,,100
Old_Cornpop,Can someone tell me where the line starts?,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6927052338365645829&preview_pb=0&share_comment_id=7219015951128281902&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 19:09:17+00:00,,0
Tommy Avalos,this guy a legend 😂😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=15134275&preview_pb=0&share_comment_id=7218966245789647659&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 15:56:24+00:00,,100
josephkeith77,"For god sake, give every beer a chance!",0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7171203945804530730&preview_pb=0&share_comment_id=7219040328291713835&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 20:43:42+00:00,,50
copeharder,it's just Aquafina in a can anyways,1,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6815932364292932613&preview_pb=0&share_comment_id=7219117890099249963&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 01:44:38+00:00,,-50
Sam,took out a 6er of space dust 🤜🤛,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6910367333396726789&preview_pb=0&share_comment_id=7219182512647553835&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 05:55:52+00:00,,80
user2366478363009,Same!,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6607765140446707718&preview_pb=0&share_comment_id=7219043892498252587&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 20:57:34+00:00,,100
dennishaile761,Exactly!!!,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7033219533242762246&preview_pb=0&share_comment_id=7219044131791274798&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 20:58:23+00:00,,100
No,I back this,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6871430865089250310&preview_pb=0&share_comment_id=7219013296187343662&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 18:58:48+00:00,,80
not me,"""I prefer Coors light""",0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6909109653616280581&preview_pb=0&share_comment_id=7220243931526546182&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-10 02:34:32+00:00,,50
delto72,So true,3,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6744965394307793925&preview_pb=0&share_comment_id=7219813375332516613&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 22:43:37+00:00,,75
Brian Ives,thanks for the laugh brother!,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6784009141465252870&preview_pb=0&share_comment_id=7219427712575521582&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 21:47:03+00:00,,90
DrDisparity,preach bro!,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6554292865140047877&preview_pb=0&share_comment_id=7218988074868785966&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 17:21:00+00:00,,80
John Trujillo521,Well said sir,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6929106020811801606&preview_pb=0&share_comment_id=7219025558131327790&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 19:46:26+00:00,,50
BeeRAD27,HEY!! Leave me alone!! 😅,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6828881084005581830&preview_pb=0&share_comment_id=7219769647603057413&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 19:53:51+00:00,,-60
donaldcourtot71,Check out Adam Calhouns take on it.,4,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6999104516642505734&preview_pb=0&share_comment_id=7218987382254191402&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 17:18:20+00:00,,0
Sue B,I love you 😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6768631629777159174&preview_pb=0&share_comment_id=7219765181352657670&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 19:36:26+00:00,,100
elkhoundz,433 miller lite dawg,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6961938737035052038&preview_pb=0&share_comment_id=7219027090968412970&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 19:52:28+00:00,,20
baconzombie3,Suddenly nobody drinks like beer😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6961361568647742469&preview_pb=0&share_comment_id=7218961628522808106&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 15:38:22+00:00,,50
Gene Bernier,yes!,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6805038764516656133&preview_pb=0&share_comment_id=7219403930341147397&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 20:14:39+00:00,,75
Psycho,😂😂😂 a free beer is a free beer,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6787990325480571909&preview_pb=0&share_comment_id=7219011102209884971&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 18:50:27+00:00,,80
R2,IPA all day lol,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6844373478142362629&preview_pb=0&share_comment_id=7219428297628173099&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 21:49:12+00:00,,60
Sherry 🇨🇦,😂😂😂 but yes!,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6938591966901191685&preview_pb=0&share_comment_id=7219738944408896261&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 17:54:41+00:00,,100
Clifford_the_wrecked_4.6👑🤠,"only time I drank bud light was when it was free and given to me,😂😂😂",1,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6829195563553489926&preview_pb=0&share_comment_id=7218959437282165550&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 15:29:59+00:00,,10
Dman,what i been saying who drinks bud light anyway 😅😅😅😅,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6908863642839696389&preview_pb=0&share_comment_id=7219738895662318341&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 17:54:26+00:00,,-20
SMCub13,😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6840532495709422597&preview_pb=0&share_comment_id=7219724420109255467&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 16:58:25+00:00,,100
Chavo,Dude speaking BIG facts 😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6702129866281878534&preview_pb=0&share_comment_id=7219017648893199147&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 19:15:48+00:00,,100
Elias Garcia,Facts 💯🤣,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6802859419614331910&preview_pb=0&share_comment_id=7219017069500531502&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 19:13:28+00:00,,50
pankes308,"Coors banquets are the real goat, poor man’s champagne 😤",6,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6992344398119289862&preview_pb=0&share_comment_id=7218964612917560107&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-06 15:50:07+00:00,,50
I_aint_da_plug,😂😂😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6957860665106596869&preview_pb=0&share_comment_id=7219237497997427499&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 09:30:08+00:00,,100
SirLancealot22,My buddy said it best when I told him I wanted bud light. “That’s what girls I bang drink” and that tracks,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6662269328748052485&preview_pb=0&share_comment_id=7219296981217690410&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 13:19:51+00:00,,-30
jodi,it's good for tubing the river,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6504012551541948425&preview_pb=0&share_comment_id=7219338611773883179&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 16:01:18+00:00,,60
9pTatts,Looooooool I’ve been saying this 😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7017207632859988998&preview_pb=0&share_comment_id=7219344972704432902&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-07 16:25:52+00:00,,80
0503EST.81,😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6956597513864905734&preview_pb=0&share_comment_id=7219563987041796910&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 06:36:03+00:00,,100
ToughAsNailsConst.,I’m glad I followed you bro. 😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6970767603041371142&preview_pb=0&share_comment_id=7219601425340089130&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 09:02:15+00:00,,80
tattkennedyii,Coors light man myself,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7009855053272122373&preview_pb=0&share_comment_id=7219626104184095534&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 10:37:35+00:00,,20
Killer_kollective,LMFAOOOOO facts. Been saying that,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7075922456889099310&preview_pb=0&share_comment_id=7219626505046377258&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 10:39:11+00:00,,70
fairytalecarnage,😂😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=7170638191067628590&preview_pb=0&share_comment_id=7219637428234175278&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 11:21:17+00:00,,80
Jesse Douglas,As a non drinker that’s around drinkers it don’t matter the beer after ten they as fruity as the guy they hate 😂😂,0,#budlight #fyp #foryoupage ,https://m.tiktok.com/v/7218956872135494958.html?_d=egleckh145dhmb&comment_author_id=6845883496670741510&preview_pb=0&share_comment_id=7219641817451922218&share_item_id=7218956872135494958&sharer_language=en&source=h5_m&u_code=0,2023-04-08 11:38:27+00:00,,10
